codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
IT-MI0169;Biblioteca Livia Simoni - Museo teatrale alla Scala;Museo teatrale alla Scala;Largo Ghiringhelli - Piazza della Scala;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4667675298111;9,19021368026733;Milano
IT-MI0171;Biblioteca Scuola e quartiere dell'Istituto salesiano S. Ambrogio;Salesiani. Istituto salesiano S. Ambrogio di Milano;Via Copernico 9;Enti ecclesiastici;Importante non specializzata;;False;45,4877894;9,2009305;Milano
IT-MI0173;Biblioteca Sally Mayer;Scuola della comunità israelitica di Milano;Via S. Mayer 46;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45,4561883;9,1376733;Milano
IT-MI0174;Biblioteca della Roche;Roche spa;Viale Stucchi 110;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,5811663;9,3087816;Milano
IT-MI0176;Biblioteca comunale rionale Villapizzone;Comune di Milano;Via F. Grugnola 3;Comune;Importante non specializzata;;False;45,4999236;9,1474471;Milano
IT-MI0179;Biblioteca comunale rionale Lorenteggio;Comune di Milano;Via E. Odazio 9;Comune;Importante non specializzata;;False;45,447522;9,1340766;Milano
IT-MI0180;Biblioteca comunale rionale Harar;Comune di Milano;Via Albenga 2;Comune;Importante non specializzata;;False;45,4739422;9,1194666;Milano
IT-MI0181;Biblioteca comunale rionale Affori;Comune di Milano;Viale Affori 21;Comune;Importante non specializzata;;False;45,5168763;9,167855;Milano
IT-MI0182;Biblioteca comunale rionale Accursio;Comune di Milano;Piazzale Accursio 5;Comune;Importante non specializzata;;False;45,4916645;9,1460891;Milano
IT-MI0183;Biblioteca francescano-cappuccina provinciale;Frati minori Cappuccini. Curia provincializia di Milano;Via Kramer 5;Enti ecclesiastici;Specializzata;;False;45,4686091;9,2086161;Milano
IT-MI0184;Biblioteca nazionale dei maestri d'Italia;;Via U. Foscolo 3;NON SPECIFICATA;NON SPECIFICATA;;;45,4653062;9,1907427;Milano
IT-MI0185;Biblioteca nazionale Braidense;Ministero dei beni e delle attività culturali e del turismo. Biblioteca nazionale Braidense;Via Brera 28;Direzione Generale Biblioteche e Istituti Culturali;Importante non specializzata;True;False;45,471946;9,187845;Milano
IT-MI0186;Biblioteca militare del Presidio;Ministero della difesa. Comando RFC di Milano;Corso Italia 58;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45,4534918;9,1869172;Milano
IT-MI0188;Biblioteca Indena;Indena;Viale Ortles 12;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,439214;9,2024009;Milano
IT-MI0190;Biblioteca di Studi giuridici e umanistici;Università degli studi di Milano. Facoltà di giurisprudenza e di lettere e filosofia;Via Festa del Perdono 7;Universita' statali;Istituto di insegnamento superiore;;False;45,4603257;9,1937983;Milano
IT-MI0191;Biblioteca e Archivio della Veneranda Fabbrica del Duomo;Veneranda Fabbrica del Duomo di Milano;Piazza Duomo 20;Enti ecclesiastici;Specializzata;;False;45,4635806289206;9,19325961719665;Milano
IT-MI0193;Biblioteca della Stazione sperimentale per le industrie degli oli e dei grassi - SSOG;Ministero delle attività produttive;Via G. Colombo 79;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45,4746669;9,2265895;Milano
IT-MI0194;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per la città metropolitana di Milano. Architettura;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archeologia, belle arti e paesaggio per la città metropolitana di Milano;Corso Magenta 24;Direzione generale archeologia, belle arti e paesaggio;Specializzata;;False;45,4657593;9,1783173;Milano
IT-MI0195;Biblioteca della Soprintendenza Archivistica e bibliografica della Lombardia;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archivistica e bibliografica della Lombardia;Via Senato, 10;Direzione generale Archivi;Specializzata;;True;45,4700386586492;9,19809136103515;Milano
IT-MI0197;Biblioteca del Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di scienze dermatologiche Agostino Pasini - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di Anestesiologia, terapia intensiva e scienze dermatologiche - Sez. di scienze dermatologiche Agostino Pasini;Via Pace 9;Universita' statali;Istituto di insegnamento superiore;;False;45,4590409;9,2030264;Milano
IT-MI0206;Biblioteca del Dipartimento di fisiologia umana - Sez. di Fisiologia umana 2 - Università degli studi di Milano;Università degli studi di Milano.  Dipartimento di fisiologia umana - Sez. di Fisiologia umana 2;Via Mangiagalli 32;Universita' statali;Istituto di insegnamento superiore;;False;45,4742278;9,2279584;Milano
IT-MI0207;Biblioteca del Dipartimento di fisiologia umana - Sez. di Fisiologia umana 1 - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di fisiologia umana - Sez. di Fisiologia umana 1;Via Mangiagalli 32;Universita' statali;Istituto di insegnamento superiore;;False;45,4742278;9,2279584;Milano
IT-MI0209;Biblioteca del Dipartimento di Fisica del Politecnico di Milano;Politecnico di Milano. Dipartimento di fisica;;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0212;Biblioteca del Dipartimento di protezione dei sistemi agroalimentare e urbano e valorizzazione delle biodiversità dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di protezione dei sistemi agroalimentare e urbano e valorizzazione delle biodiversità;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0217;Biblioteca del Dipartimento di produzione vegetale - DiProVe. Sezione di coltivazioni arboree dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di produzione vegetale - DiProVe;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0218;Biblioteca del Dipartimento di Scienze materno infantili - Sezione di clinica ostetrica e ginecologica - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di Scienze materno infantili - Sez. di clinica ostetrica e ginecologica;Via Commenda 12;Universita' statali;Istituto di insegnamento superiore;;False;45,4571889;9,1990829;Milano
IT-MI0219;Biblioteca dell'Istituto di clinica ostetrica veterinaria della Facoltà di medicina veterinaria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina veterinaria. Istituto di clinica ostetrica veterinaria;Via Celoria 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4769001;9,22917;Milano
IT-MI0220;Biblioteca del Dipartimento Toraco polmonare e cardiocircolatorio . Sezione di Medicina cardiovascolare - Università degli studi di Milano;Università degli studi di Milano. Dipartimento Toraco polmonare e cardiocircolatorio . Sez. di Medicina cardiovascolare;Via F. Sforza 35;Universita' statali;Istituto di insegnamento superiore;;False;45,4591996;9,1950329;Milano
IT-MI0221;Biblioteca del Dipartimento di scienze animali. Sezione di zootecnica agraria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di agraria. Istituto di zootecnia generale;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0222;Biblioteca di Infrastrutture di trasporto e geoscienze del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano;Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA);;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0223;Biblioteca dell'Istituto di urbanistica della Facoltà di architettura del Politecnico di Milano;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4792109;9,2271995;Milano
IT-MI0224;Biblioteca del Dipartimento Toraco polmonare e cardiocircolatorio - Sezione di tisiologia e malattie dell'apparato respiratorio - Università degli studi di Milano;Università degli studi di Milano. Dipartimento Toraco polmonare e cardiocircolatorio - Sez. di tisiologia e malattie dell'apparato respiratorio;Via F. Sforza 35;Universita' statali;Istituto di insegnamento superiore;;False;45,4591996;9,1950329;Milano
IT-MI0228;Gustavus A. Pfeiffer memorial library;Istituto di ricerche farmacologiche Mario Negri;Via Eritrea 62;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,5104763;9,1376019;Milano
IT-MI0229;Biblioteca del Dipartimento di scienze e tecnologie biomediche - Sezione di scienze radiologiche - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di scienze e tecnologie biomediche - Sez. di scienze radiologiche;Via A. Di Rudinì 8;Universita' statali;Istituto di insegnamento superiore;;False;45,4332433;9,1582236;Milano
IT-MI0232;Biblioteca dell'Istituto di patologia vegetale della Facoltà di agraria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di agraria. Istituto di patologia vegetale;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0234;Biblioteca dell'Istituto di patologia speciale e clinica medica veterinaria della Facoltà di medicina veterinaria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina veterinaria. Istituto di patologia speciale e clinica medica veterinaria;Via Celoria 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4769001;9,22917;Milano
IT-MI0235;Biblioteca del Dipartimento di Morfologia umana e scienze biomediche - Città Studi - Sezione di Patologia generale - Università degli studi di Milano;Università degli studi di Milano.  Dipartimento di Morfologia umana e scienze biomediche - Sez. di Patologia generale;Via Mangiagalli 31;Universita' statali;Istituto di insegnamento superiore;;False;45,4742562;9,2280785;Milano
IT-MI0239;Biblioteca del Dipartimento di sanità pubblica, microbiologia, virologia - Sezione di microbiologia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina e chirurgia. Istituto di microbiologia;Via C. Pascal 36;Universita' statali;Istituto di insegnamento superiore;;False;45,4785402;9,2343645;Milano
IT-MI0243;Biblioteca del Dipartimento di ingegneria agraria, Sezione di ingegneria agraria, dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di agraria. Istituto di ingegneria agraria;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0244;Biblioteca dell'Istituto di matematica della Facoltà di architettura del Politecnico di Milano;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4792109;9,2271995;Milano
IT-MI0247;Biblioteca dell'Istituto di ispezione degli alimenti di origine animale. Sezione I della Facoltà di medicina veterinaria dell'Università di Milano;Università degli studi di Milano. Facoltà di medicina veterinaria. Istituto di ispezione degli alimenti di origine animale. Sezione I;Via Celoria 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4769001;9,22917;Milano
IT-MI0248;Biblioteca di Ingeneria Ambientale del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano;Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA);;Universita' statali;Istituto di insegnamento superiore;;True;45,4769333;9,2322851;Milano
IT-MI0250;Biblioteca di Ingegneria Idraulica del Dipartimento di Ingegneria Civile e Ambientale - DICA del Politecnico di Milano;Politecnico di Milano. Dipartimento di Ingegneria Civile e Ambientale (DICA);;Universita' statali;Istituto di insegnamento superiore;;True;45,4775146;9,2267609;Milano
IT-MI0253;Biblioteca della Soprintendenza Archeologia belle arti e paesaggio per le province di Como, Lecco, Monza e Brianza, Pavia, Sondrio e Varese;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archeologia belle arti e paesaggio per le province di Como, Lecco, Monza e Brianza, Pavia, Sondrio e Varese;Via Edmondo De Amicis, 11 ;Direzione generale archeologia, belle arti e paesaggio;Specializzata;;True;45,4576114;9,18030850000002;Milano
IT-MI0254;Biblioteca della Società umanitaria;Società umanitaria;Via Daverio 7;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4592045;9,2007575;Milano
IT-MI0255;Biblioteca della Società storica lombarda;Società storica lombarda;Via Brera, 28;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,468001;9,1920364;Milano
IT-MI0256;Biblioteca della Società italiana per l'organizzazione internazionale - SIOI. Sezione Lombardia;Società italiana per l'organizzazione internazionale - SIOI;Via F. Daverio 7;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45,4592045;9,2007575;Milano
IT-MI0258;Biblioteca della Società Italiana di Scienze Naturali ;Società italiana di scienze naturali;Corso Venezia 55;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4726613;9,2032268;Milano
IT-MI0260;Biblioteca della Società incoraggiamento d'arti e mestieri - SIAM;Società incoraggiamento d'arti e mestieri - SIAM;Via S. Marta 18;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45,4617172;9,1825347;Milano
IT-MI0261;Biblioteca della Società per le belle arti ed esposizione permanente;Società per le belle arti ed esposizione permanente;Via F. Turati 34;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45,4767809;9,195508;Milano
IT-MI0262;Biblioteca della Società agraria di Lombardia - SAL;Società agraria di Lombardia - SAL;Via G. Ripamonti 35;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4489971;9,1973412;Milano
IT-MI0263;Biblioteca della Sezione di tecnologie e impianti meccanici della Facoltà di architettura del Politecnico di Milano;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4792109;9,2271995;Milano
IT-MI0266;Biblioteca della Recordati;Recordati spa;Via M. Civitali 1;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4722823;9,1325591;Milano
IT-MI0267;Biblioteca dell'Associazione gestione opere assistenziali lavoratori - AGOAL Cariplo;Associazione gestione opere assistenziali lavoratori - AGOAL Cariplo spa;Via delle Erbe 2;Accademie, associazioni, fondazioni, istituti, societa' (privati);Importante non specializzata;;True;45,470918;9,1838799;Milano
IT-MI0268;Biblioteca della Fondazione Mario Donati in Milano;;Abbazia di Mirasole;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;;45,4158333;9,2361111;Milano
IT-MI0270;Biblioteca della Fondazione Giangiacomo Feltrinelli;Fondazione Giangiacomo Feltrinelli;Viale Pasubio, 5;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;True;False;45,4685594;9,1903265;Milano
IT-MI0272;Biblioteca della Facoltà di medicina veterinaria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina veterinaria;Via Celoria 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4769001;9,22917;Milano
IT-MI0274;Biblioteca dell'Università commerciale Luigi Bocconi;Università commerciale Luigi Bocconi;Via Gobbi 5;Universita' non statali;Istituto di insegnamento superiore;;True;45,4485841;9,1891606;Milano
IT-MI0275;Biblioteca di agraria della Facoltà di agraria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di agraria;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0276;Biblioteca unificata di base della Corte di appello di Milano;Corte di appello di Milano;Via Freguglia 1;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,4610422;9,2002975;Milano
IT-MI0277;Biblioteca del Dipartimento di Scienze chirurgiche specialistiche - Sez. di urologia - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di Scienze chirurgiche specialistiche - Sez. di urologia;Via Commenda 15;Universita' statali;Istituto di insegnamento superiore;;False;45,4579103;9,1990067;Milano
IT-MI0279;Biblioteca del Dipartimento di scienze chirurgiche, ricostruttive e diagnostiche - Sez. di clinica odontoiatrica e stomatologica - Università degli studi di Milano;Università degli studi di Milano. Dipartimento di scienze chirurgiche, ricostruttive e diagnostiche - Sez. di clinica odontoiatrica e stomatologica;Via Commenda 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4574189;9,1990481;Milano
IT-MI0281;Biblioteca e archivio. Civica raccolta delle stampe Achille Bertarelli;Comune di Milano;Castello Sforzesco;Comune;Specializzata;;False;45,469601;9,18046;Milano
IT-MI0284;Biblioteca pastorale della Casa di S. Fedele;Gesuiti;Piazza S. Fedele 4;NON SPECIFICATA;NON SPECIFICATA;;;45,4664433;9,191258;Milano
IT-MI0285;Biblioteca dell'Archivio storico Ricordi;Archivio storico Ricordi;Via Brera 28;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,471946;9,187845;Milano
IT-MI0286;Biblioteca del Centro di consultazione psico-pedagogica Villa Clerici;Casa di redenzione sociale ONLUS;Via Terruggia 14;Enti ecclesiastici;Specializzata;;False;45,5173909;9,1888992;Milano
IT-MI0287;Biblioteca del Centro informazione e servizi gemmologici - CISGEM;Camera di commercio di Milano. Azienda speciale CISGEM;Via delle Orsole 4;Camere di commercio, industria, artigianato;Specializzata;;False;45,4654264;9,1822049;Milano
IT-MI0288;Biblioteca scientifica della Bracco imaging;Bracco imaging spa;Via E. Folli 50;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4858174;9,2476511;Milano
IT-MI0290;Biblioteca della Banca commerciale italiana;Banca commerciale italiana;Via Borgonuovo 2;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4703842;9,1918883;Milano
IT-MI0291;Biblioteca di Ateneo dell'Università cattolica del Sacro Cuore;Università cattolica del Sacro Cuore;Largo A. Gemelli 1;Universita' non statali;Istituto di insegnamento superiore;;True;45,4630644;9,1769088;Milano
IT-MI0293;Biblioteca dell'Osservatorio astronomico di Brera;Ministero dell'istruzione, dell'università e della ricerca. Osservatorio astronomico di Brera;Via Brera 28;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45,471946;9,187845;Milano
IT-MI0294;Biblioteca avvocato Giorgio Ambrosoli dell'Ordine degli avvocati di Milano;Ordine degli avvocati di Milano;Via Freguglia 1;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4610422;9,2002975;Milano
IT-MI0295;Biblioteca dell'Istituto sperimentale italiano Lazzaro Spallanzani;Istituto sperimentale italiano Lazzaro Spallanzani per la fecondazione artificiale;Via Capolago 16;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;;45,4665685;9,2294336;Milano
IT-MI0297;Biblioteca dell'Istituto sieroterapico milanese Serafino Belfanti;;;NON SPECIFICATA;NON SPECIFICATA;;;45,4454698;9,17409;Milano
IT-MI0298;Biblioteca dell'Istituto scientifico di chimica e biochimica Giuliana Ronzoni;Istituto scientifico di chimica e biochimica Giuliana Ronzoni;Via G. Colombo 81;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,475552;9,2265717;Milano
IT-MI0299;Biblioteca dell'Istituto di ricerche Breda;Breda spa;Viale Sarca 336;NON SPECIFICATA;NON SPECIFICATA;;;45,5256281;9,2144987;Milano
IT-MI0300;Centro di documentazione dell'Istituto regionale di ricerca - IReR della Lombardia;Istituto regionale di ricerca - IReR della Lombardia;Via M. Macchi 54;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;45,4865385;9,2095437;Milano
IT-MI0301;Biblioteca dell'Istituto per la storia dell'arte lombarda - ISAL;Istituto per la storia dell'arte lombarda - ISAL;Piazza Arese 12;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45,6272802;9,1471358;Milano
IT-MI0302;Biblioteca dell'Istituto per la scienza dell'amministrazione pubblica - ISAP;Istituto per la scienza dell'amministrazione pubblica - ISAP;Piazza Castello 3;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4684772;9,1804787;Milano
IT-MI0303;Biblioteca e Centro di documentazione dell'Istituto per gli studi di politica internazionale - ISPI;Istituto per gli studi di politica internazionale - ISPI;;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45,466688;9,1873999;Milano
IT-MI0304;Biblioteca dell'Istituto nazionale per lo studio e la cura dei tumori;Istituto nazionale per lo studio e la cura dei tumori;Via Venezian 1;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,474297;9,23136;Milano
IT-MI0305;Biblioteca dell'Istituto nazionale Ferruccio Parri;Istituto nazionale per la storia del movimento di liberazione in Italia - INSMLI;sede operativa: V.le Sarca 336 (Palazzina 15);Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,5256281;9,2144987;Milano
IT-MI0306;Biblioteca e Archivio dell'Istituto lombardo Accademia di scienze e lettere;Istituto lombardo Accademia di scienze e lettere;Via Borgonuovo 25;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,472528;9,1896153;Milano
IT-MI0307;Biblioteca dell'Istituto Leone XIII;Istituto Leone XIII della Compagnia di Gesù;Via Leone XIII, 12;Enti ecclesiastici;Importante non specializzata;True;False;45,4745966;9,1628272;Milano
IT-MI0308;Biblioteca dell'Istituto di anatomia patologica della Facoltà di medicina e chirurgia dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina e chirurgia. Istituto di anatomia patologica;Via Commenda 19;Universita' statali;Istituto di insegnamento superiore;;True;45,4576552;9,1990484;Milano
IT-MI0310;Biblioteca dell'Istituto di anatomia degli animali domestici con istologia ed embriologia della Facoltà di medicina veterinaria dell'Università degli studi di Milano;Università degli studi di Milano. Facoltà di medicina veterinaria. Istituto di anatomia degli animali domestici con istologia ed embriologia;Via Celoria 10;Universita' statali;Istituto di insegnamento superiore;;False;45,4769001;9,22917;Milano
IT-MI0311;Biblioteca del Dipartimento di produzione vegetale - DiProVe. Sezione di agronomia dell'Università degli studi di Milano;Università degli studi di Milano. Dipartimento di produzione vegetale - DiProVe;Via Celoria 2;Universita' statali;Istituto di insegnamento superiore;;False;45,4768749;9,2268546;Milano
IT-MI0313;Biblioteca dell'Istituto biochimico italiano Giovanni Lorenzini;Istituto biochimico italiano. Fondazione Giovanni Lorenzini;Via Ripamonti 332/4;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45,4514134;9,1965903;Milano
IT-MI0315;Biblioteca dell'Ente Raccolta vinciana;Ente Raccolta vinciana;Castello Sforzesco;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45,469601;9,18046;Milano
IT-MI0316;Biblioteca dell'Ente nazionale per la prevenzione degli infortuni - ENPI;;Via Mangiagalli 3;NON SPECIFICATA;NON SPECIFICATA;;;45,4742245;9,2243078;Milano
IT-MI0318;Biblioteca dell'Automobile Club di Milano;Automobile Club di Milano;Corso Venezia 43;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;45,4707001;9,2011412;Milano
IT-MI0319;Biblioteca dell'Assogomma;Associazione nazionale fra le industrie della gomma, cavi elettrici e affini;Via S. Vittore 36;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,4643212;9,1671727;Milano
IT-MI0320;Biblioteca dell'Associazione Italia Russia;Associazione Italia-Russia della Lombardia;Via Cadore, 16;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4657301;9,1892944;Milano
IT-MI0322;Biblioteca dell'Assoenologi;;Viale Murillo 17;NON SPECIFICATA;NON SPECIFICATA;;;45,473318;9,143888;Milano
IT-MI0325;Biblioteca dell'Archivio di Stato di Milano;Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Milano;Via Senato 10;Direzione generale Archivi;Specializzata;;False;45,4700534;9,1979113;Milano
IT-MI0326;Biblioteca dell'Associazione dell'industria laniera italiana;;Via Borgonuovo 11;NON SPECIFICATA;NON SPECIFICATA;;;45,4712286;9,1908642;Milano
IT-MI0327;Archivio storico civico e Biblioteca trivulziana;Comune di Milano;Castello Sforzesco;Comune;Specializzata;;False;45,469601;9,18046;Milano
IT-MI0328;Biblioteca del Centro culturale Antonianum;Centro culturale Antonianum;Corso XXII Marzo 59;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;False;45,46225;9,222877;Milano
IT-MI0329;Biblioteca dell'Accademia medica lombarda;;Via F. Sforza 35;NON SPECIFICATA;NON SPECIFICATA;;;45,4591996;9,1950329;Milano
IT-MI0330;Biblioteca dell'Accademia di belle arti di Brera;Ministero dell'istruzione, dell'università e della ricerca. Accademia di belle arti di Brera;Via Brera 28;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;45,471946;9,187845;Milano
IT-MI0332;Centro di documentazione del Touring Club Italiano - TCI;Touring Club Italiano - TCI;Corso Italia 10;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;45,4594876;9,18798590000006;Milano
IT-MI0333;Biblioteca del Seminario teologico missioni estere del PIME. Sezione di Milano;;Viale Monte Rosa 81;NON SPECIFICATA;NON SPECIFICATA;;;45,4774074;9,146048;Milano
IT-MI0334;Biblioteca del Seminario arcivescovile del Duomo di Milano. Sezione staccata del Seminario arcivescovile di Milano in Venegono Inferiore;Seminario arcivescovile di Milano;Via delle Ore 5;Enti ecclesiastici;Specializzata;;;45,4629045;9,1928695;Milano
IT-MI0336;Biblioteca del Pio istituto sordomuti di Milano;;Via Copernico 1;NON SPECIFICATA;NON SPECIFICATA;;;45,4866428;9,19964;Milano
IT-MI0337;Biblioteca del Museo Poldi Pezzoli. Sezione antica;Fondazione artistica Poldi Pezzoli;Via Manzoni 12;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4687317;9,1913815;Milano
IT-MI0338;Biblioteca del Museo nazionale della scienza e della tecnologia Leonardo da Vinci;Museo nazionale della scienza e della tecnologia Leonardo da Vinci;Via S. Vittore 21;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4647059;9,1658102;Milano
IT-MI0339;Biblioteca e archivio. Civiche raccolte storiche;Comune di Milano;Via Borgonuovo 23;Comune;Specializzata;;False;45,4723337;9,189779;Milano
IT-MI0340;Biblioteca del Museo di Storia naturale e dell'Acquario civico di Milano;Comune di Milano;Corso Venezia 55;Comune;Specializzata;;False;45,4726613;9,2032268;Milano
IT-MI0343;Biblioteca dell'ICOM - International Council of Museums. Comitato nazionale italiano;International council of museums - ICOM;Piazza Città di Lombardia 1 (ingresso Via M. Gioia 37);Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4647482;9,1656734;Milano
IT-MI0344;Biblioteca del Conservatorio di musica Giuseppe Verdi;Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Giuseppe Verdi;Via Conservatorio 12;Presidenza del consiglio dei ministri e ministeri;Specializzata;;False;45,4645768;9,2031306;Milano
IT-MI0345;Biblioteca Studio teologico dei cappuccini;Frati minori Cappuccini. Curia provincializia di Milano;Piazzale Velasquez 1;Enti ecclesiastici;Specializzata;;True;45,4672847;9,1409832;Milano
IT-MI0346;Biblioteca del Collegio degli ingegneri e architetti di Milano;Fondazione Collegio degli ingegneri e architetti di Milano;Largo La Marmora 17;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45,5348728;9,237421;Milano
IT-MI0347;Biblioteca della montagna Luigi Gabba;Club alpino italiano - CAI. Sezione di Milano;Via Duccio Boninsegna 21;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,4696069;9,15731359999995;Milano
IT-MI0348;Biblioteca dell'Acquario civico di Milano;Comune di Milano;Viale Gadio 2;Comune;Specializzata;;;45,472042;9,1787414;Milano
IT-MI0350;Biblioteca del Circolo filologico milanese;Circolo filologico milanese;Via Clerici 10;Accademie, associazioni, fondazioni, istituti (pubblici);Importante non specializzata;;True;45,4672858;9,1869817;Milano
IT-MI0351;Biblioteca del Circolo dell'Unione di Milano;;Via Borgonuovo 11;NON SPECIFICATA;NON SPECIFICATA;;;45,4712286;9,1908642;Milano
IT-MI0353;Biblioteca del Centro nazionale di studi manzoniani;Centro nazionale di studi manzoniani;Via G. Morone 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;45,468001;9,1920364;Milano
