;codici-identificativi.isil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;Lat;Long;comune
165;IT-AL0114;Biblioteca civica Giovanni Canna;Comune di Casale Monferrato;Via Corte d'appello 12;Comune;Importante non specializzata;;False;45.1340432;8.4522332;Casale Monferrato
166;IT-AL0118;Biblioteca civica;Comune di Castelletto Merli;Via Roma 17;Comune;Pubblica;;False;45.068907;8.241619;Castelletto Merli
167;IT-AL0119;Biblioteca civica;Comune di Cerrina;Piazza Martiri internati;Comune;Pubblica;;False;45.120231;8.2153425;Cerrina Monferrato
168;IT-AL0120;Biblioteca civica Elena Cavallero;Comune di Felizzano;Piazza Ercole;Comune;Pubblica;;False;44.897853;8.4356672;Felizzano
169;IT-AL0121;Centro di documentazione della Comunita' montana valli Curone Grue Ossona;Comunita' montana valli Curone Grue Ossona;;Comunita' montana;Specializzata;;False;44.7848854;9.1475906;Fabbrica Curone
170;IT-AL0122;Biblioteca civica;Comune di Fresonara;Via G. Marconi 69;Comune;Pubblica;;False;44.7815841;8.6904218;Fresonara
171;IT-AL0123;Biblioteca civica coniugi Maria ed Eraldo Ighina;Comune di Ovada;Piazza Cereseto 7;Comune;Pubblica;;False;44.639405;8.6457583;Ovada
172;IT-AL0124;Biblioteca civica;Comune di Pietra Marazzi;Piazza Umberto I  1;Comune;Pubblica;;False;44.944098;8.670661;Pietra Marazzi
173;IT-AL0127;Biblioteca civica;Comune di Vignale Monferrato;Piazza del Popolo;Comune;Pubblica;;False;45.0107008;8.3965173;Vignale Monferrato
174;IT-AL0128;Biblioteca civica;Comune di Viguzzolo;Piazza Libertà 8;Comune;Pubblica;;False;44.9051714;8.919159;Viguzzolo
175;IT-AL0130;Biblioteca del Seminario vescovile monsignor C. G. Capra;Seminario vescovile;Piazza Duomo, 6;Enti ecclesiastici;Specializzata;True;False;44.6742314;8.4706708;Acqui Terme
176;IT-AL0131;Biblioteca del Club alpino italiano - CAI;Club alpino italiano - CAI;Via Monteverde 44;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;44.6731213;8.4695578;Acqui Terme
177;IT-AL0134;Biblioteca del Conservatorio statale di musica Antonio Vivaldi;Ministero dell'istruzione, dell'università e della ricerca. Conservatorio statale di musica Antonio Vivaldi di Alessandria;Via Parma 1;Presidenza del consiglio dei ministri e ministeri;Specializzata;;True;44.912547;8.6173034;Alessandria
178;IT-AL0135;Biblioteca dell'Istituto per la storia della Resistenza e della societa' contemporanea in provincia di Alessandria - ISRAL;Istituto per la storia della Resistenza e della societa' contemporanea in provincia di Alessandria;Via dei Guasco 49;Consorzio e/o associazioni di regioni, provincie, comuni e comunità montane;Specializzata;;False;44.9165177;8.6168208;Alessandria
179;IT-AL0142;Biblioteca dell'Istituto sperimentale per la pioppicultura;Societa' agricola forestale - SAF. Istituto sperimentale per la pioppicultura;Strada per Frassineto Po 32;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;45.1358;8.484635;Casale Monferrato
180;IT-AL0143;Biblioteca dell'Archivio vescovile;Curia vescovile di Acqui Terme;Piazza Duomo 4;Enti ecclesiastici;Specializzata;;True;44.6742314;8.4706708;Acqui Terme
181;IT-AL0144;Biblioteca e archivio storico della Cassa di risparmio di Alessandria;Cassa di risparmio di Alessandria;Via Dante 2;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;44.9137084;8.6170965;Alessandria
182;IT-AL0145;Biblioteca e centro di documentazione del Gruppo volontariato assistenza handicappati;Gruppo volontariato assistenza handicappati - GVA;Piazza S. Francesco 1;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;44.6766694;8.4704869;Acqui Terme
183;IT-AL0146;Biblioteca del Seminario teologico Don Orione;Piccola Opera della Divina Provvidenza. Istituto teologico Don Orione di Tortona;Via Sparpaglione 15;Enti ecclesiastici;Specializzata;;False;44.8876702;8.8585292;Tortona
184;IT-AL0147;Biblioteca diocesana;"Fondazione ""Biblioteca del Seminario""";via Liutprando, 1;Enti ecclesiastici;Importante non specializzata;False;False;45.137211;8.4534659;Casale Monferrato
185;IT-AL0148;Biblioteca del Convento dei Padri Cappuccini;Frati Minori Cappuccini. Convento di Alessandria;Via San Francesco d'Assisi 13;Enti ecclesiastici;Specializzata;;True;44.9110231;8.6106281;Alessandria
186;IT-AL0149;Biblioteca del Parco naturale e area attrezzata del Sacro Monte di Crea;Parco naturale e area attrezzata del Sacro Monte di Crea;;Regione;Specializzata;;False;45.0854671;8.2632261;Ponzano Monferrato
187;IT-AL0150;Biblioteca del Gruppo archeologico del Basso Piemonte;Gruppo archeologico del Basso Piemonte;Via Mazzini 46;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;44.9151217;8.6177034;Alessandria
188;IT-AL0151;Biblioteca civica;Comune di Alluvioni Cambio';Via Roma 47;Comune;Pubblica;;False;44.99874;8.783085;Alluvioni Cambiò
189;IT-AL0152;Biblioteca dell'Accademia urbense di Ovada - Archivio Alto Monferrato;Accademia urbense di Ovada;Piazza Cereseto 7;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;44.639405;8.6457583;Ovada
190;IT-AL0153;Biblioteca del Dipartimento di Scienze e Innovazione tecnologica dell' Università degli Studi del Piemonte orientale A. Avogadro;Ministero dell'istruzione, dell'università e della ricerca. Dipartimento di Scienze e Innovazione tecnologica dell' Università degli Studi del Piemonte orientale A. Avogadro;Viale Teresa Michel, 11 ;Universita' statali;Istituto di insegnamento superiore;True;False;44.9227495;8.6167519;Alessandria
191;IT-AL0154;Biblioteca dell'Azienda teatrale alessandrina;Azienda teatrale alessandrina - ATA;Via Savona 3;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;44.9082186;8.6116229;Alessandria
192;IT-AL0155;Biblioteca del Dipartimento di scienze giuridiche ed economiche dell'Università degli studi del Piemonte orientale Amedeo Avogadro. Sede di Alessandria;Università degli studi del Piemonte orientale Amedeo Avogadro. Sede di Alessandria. Dipartimento di scienze giuridiche ed economiche;Via Cavour 84;Universita' statali;Istituto di insegnamento superiore;;True;44.9087392;8.6156468;Alessandria
193;IT-AL0156;Biblioteca Norberto Bobbio.Università degli studi del Piemonte orientale Amedeo Avogadro;Università degli studi del Piemonte orientale Amedeo Avogadro. Dipartimento di politiche pubbliche e scelte collettive e Dipartimento di ricerca sociale;Via Cavour 84;Universita' statali;Istituto di insegnamento superiore;;True;44.9087392;8.6156468;Alessandria
194;IT-AL0157;Biblioteca dell'ex Ospedale psichiatrico San Giacomo;USSL 70 Alessandria;Spalto Marengo 35;Aziende ed enti del servizio sanitario nazionale;Specializzata;;True;44.917808;8.620565;Alessandria
195;IT-AL0158;Biblioteca dell'Ospedale civile Santi Antonio e Biagio;USSL 70 Alessandria;Via Venezia 18;Aziende ed enti del servizio sanitario nazionale;Specializzata;;False;44.9153962;8.6204103;Alessandria
196;IT-AL0159;Biblioteca civica;Comune di Camagna;Via G. Matteotti 22;Comune;Pubblica;;False;45.0179904;8.430448;Camagna Monferrato
197;IT-AL0160;Biblioteca civica;Comune di Carbonara Scrivia;Municipio;Comune;Pubblica;;False;44.8501666;8.8709629;Carbonara Scrivia
198;IT-AL0161;Biblioteca civica;Comune di Sardigliano;Piazza R. Caretta 7;Comune;Pubblica;;False;44.75243;8.895883;Sardigliano
199;IT-AL0162;Biblioteca del Convento dei Padri Cappuccini;Frati Minori Cappuccini. Convento di Tortona;Viale San Francesco 1;Enti ecclesiastici;Specializzata;;True;44.8970651;8.8712313;Tortona
200;IT-AL0163;Biblioteca del Santuario di Nostra Signora di Crea;;;NON SPECIFICATA;NON SPECIFICATA;;;45.1012592;8.2831296;Serralunga di Crea
201;IT-AL0164;Biblioteca medico scientifica;Azienda ospedaliera nazionale SS. Antonio e Biagio e Cesare Arrigo ;Via XXX Aprile, 30;Aziende ed enti del servizio sanitario nazionale;Specializzata;;False;44.910762;8.71055;Alessandria
202;IT-AL0165;Biblioteca civica;Comune di Balzola;Via Roma 75;Comune;Pubblica;;False;45.1828535;8.402165;Balzola
203;IT-AL0166;Biblioteca civica;Comune di Terruggia;Via Prato 12;Comune;Pubblica;;False;45.0837805;8.4403936;Terruggia
204;IT-AL0167;Biblioteca dell'Istituto diocesano di musica sacra;;Via del Seminario 3/a;NON SPECIFICATA;NON SPECIFICATA;;;44.8976286;8.8664597;Tortona
205;IT-AL0168;Biblioteca della Scuola media statale Leardi;"Ministero dell'istruzione, dell'università e della ricerca. Scuola secondaria di primo grado ""Leardi""";Via Gonzaga 21;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;45.1355689;8.45759410000005;Casale Monferrato
206;IT-AL0169;Biblioteca civica G. Borghello;Comune di Albera Ligure;Via Roma 1;Comune;Pubblica;;False;44.7024643;9.06574;Albera Ligure
207;IT-AL0170;Biblioteca del tiro a segno nazionale;Tiro a Segno Nazionale di Alessandria;Via Giordano Bruno 73;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;44.9242781434134;8.59542883599852;Alessandria
208;IT-AL0171;Biblioteca civica Luigi Rava;Comune di Carentino;Piazza A. Reggio 1;Comune;Pubblica;;False;44.8288439;8.4707318;Carentino
209;IT-AL0172;Biblioteca civica;Comune di Masio;Piazza Baiveri 3;Comune;Pubblica;;False;44.86938;8.405975;Masio
210;IT-AL0173;Biblioteca civica;Comune di Odalengo Piccolo;;Comune;NON SPECIFICATA;;;45.0720229;8.2072184;Odalengo Piccolo
211;IT-AL0174;Biblioteca civica;Comune di Silvano d'Orba;Piazzale De Gasperi 4;Comune;Pubblica;;False;44.6822931;8.6712035;Silvano d'Orba
212;IT-AL0175;Biblioteca civica;Comune di Visone;Via M. Pittavino 5;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;44.6623561;8.5031063;Visone
213;IT-AL0176;Biblioteca popolare Serafino Bruna;Associazione Biblioteca popolare Serafino Bruna di Cascinagrossa;Via Gramsci 31;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;False;44.9115529;8.6097951;Alessandria
214;IT-AL0177;Biblioteca dell'Istituto statale d'arte B. Cellini;Ministero dell'istruzione, dell'università e della ricerca;Strada Pontecuore 6;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;45.0048304;8.6609083;Valenza
215;IT-AL0178;Biblioteca del Centro di formazione professionale della Regione Piemonte;;Via Bologna 36;NON SPECIFICATA;NON SPECIFICATA;;;45.0137594;8.6360014;Valenza
216;IT-AL0179;Archivio di Stato di Alessandria;Ministero per i beni e le attività culturali. Archivio di Stato di Alessandria;Via G. Solero 43;NON SPECIFICATA;NON SPECIFICATA;;;44.9137392;8.6259887;Alessandria
217;IT-AL0180;Archivio storico comunale;;;NON SPECIFICATA;NON SPECIFICATA;;;44.910762;8.71055;Alessandria
218;IT-AL0181;Archivio e biblioteca capitolari della Cattedrale di San Pietro;;Piazza Giovanni XXIII  1;NON SPECIFICATA;NON SPECIFICATA;;;44.9120153;8.6179692;Alessandria
219;IT-AL0182;Archivio del Centro di cultura popolare G. Ferraro;;Via Guasco 49;NON SPECIFICATA;NON SPECIFICATA;;;44.9165177;8.6168208;Alessandria
220;IT-AL0183;Museo civico;Comune di Alessandria;Via Tripoli 16;NON SPECIFICATA;NON SPECIFICATA;;;44.9117774;8.6193005;Alessandria
221;IT-AL0184;Archivio di San Domenico;;Piazza S. Domenico 3;NON SPECIFICATA;NON SPECIFICATA;;;45.1386566;8.4518646;Casale Monferrato
222;IT-AL0185;Museo d'arte e storia ebraica;;Vicolo Salomone Diper 44;NON SPECIFICATA;NON SPECIFICATA;;;45.135671;8.449768;Casale Monferrato
223;IT-AL0186;Biblioteca della Provincia di Alessandria;Provincia di Alessandria;Via dei Guasco 49;Provincia;Specializzata;;False;44.9165177;8.6168208;Alessandria
224;IT-AL0187;Biblioteca civica;Comune di Frassinello Monferrato;;Comune;NON SPECIFICATA;;;45.0333668;8.3904996;Frassinello Monferrato
225;IT-AL0188;Biblioteca civica;Comune di Altavilla Monferrato;;NON SPECIFICATA;NON SPECIFICATA;;;44.9974137;8.3686022;Altavilla Monferrato
226;IT-AL0189;Biblioteca civica;Comune di Gamalero;Piazza Aldo Moro 3;Comune;Pubblica;;False;44.8090186;8.542582;Gamalero
227;IT-AL0190;Biblioteca civica;Comune di Garbagna;;NON SPECIFICATA;NON SPECIFICATA;;;44.7814074;8.9989074;Garbagna
228;IT-AL0191;Biblioteca civica;Comune di Melazzo;;NON SPECIFICATA;NON SPECIFICATA;;;44.6450185;8.4261111;Melazzo
229;IT-AL0192;Biblioteca civica;Comune di Molino de' Torti;;NON SPECIFICATA;NON SPECIFICATA;;;45.0253333;8.8948703;Molino dei Torti
230;IT-AL0193;Biblioteca civica Eugenio Arecco;Comune di Pasturana;Via Roma 1;Comune;Pubblica;;False;44.750197;8.74841500000002;Pasturana
231;IT-AL0194;Biblioteca comunale Camillo Cappellaro;Comune di Rosignano Monferrato;Via Marconi 2;Comune;Pubblica;;False;45.0811435;8.3998028;Rosignano Monferrato
232;IT-AL0195;Biblioteca civica;Comune di San Sebastiano Curone;;NON SPECIFICATA;NON SPECIFICATA;;;44.7876666;9.0659444;San Sebastiano Curone
233;IT-AL0196;Biblioteca civica;Cumune di Sarezzano;Via alle scuole;NON SPECIFICATA;NON SPECIFICATA;;;44.8698817;8.9082362;Sarezzano
234;IT-AL0197;Biblioteca comunale Nelson Mandela;Comune di Tagliolo Monferrato;Via Roma 12;Comune;Pubblica;;;44.639065;8.6686669;Tagliolo Monferrato
235;IT-AL0198;Biblioteca civica;Comune di Tassarolo;;NON SPECIFICATA;NON SPECIFICATA;;;44.729537;8.7726666;Tassarolo
236;IT-AL0199;Biblioteca civica;Comune di Trisobbio;Via De Rossi 20;NON SPECIFICATA;NON SPECIFICATA;;;44.6624407;8.5861817;Trisobbio
237;IT-AL0200;Biblioteca civica;Comune di Villaromagnano;;NON SPECIFICATA;NON SPECIFICATA;;;44.8506296;8.8889259;Villaromagnano
238;IT-AL0201;Biblioteca dello Studio-Museo Pellizza;Comune di Volpedo;Via Rosano 3;Comune;Specializzata;;False;44.8997097;8.9784726;Volpedo
239;IT-AL0202;Biblioteca civica;Comune di Fabbrica Curone;Garadassi 7;Comune;Pubblica;;;44.755397;9.154017;Fabbrica Curone
240;IT-AL0203;Biblioteca del Liceo classico Giuseppe Saracco;Ministero dell'istruzione, dell'università e della ricerca;Corso Bagni 1;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;44.6693249;8.468739;Acqui Terme
241;IT-AL0204;Biblioteca della Facoltà di economia dell'Università degli studi del Piemonte orientale Amedeo Avogadro, sede di Casale Monferrato;Università degli studi del Piemonte orientale Amedeo Avogadro. Facoltà di economia;Via O. Capello 3;Universita' statali;Istituto di insegnamento superiore;;;45.1364941;8.4574271;Casale Monferrato
242;IT-AL0205;Biblioteca civica;Comune di Castelletto d'Erro;Viale Roma 10;Comune;Pubblica;;;44.6252453;8.3943445;Castelletto d'Erro
243;IT-AL0206;Biblioteca del Liceo scientifico E. Amaldi;Ministero dell'istruzione, dell'università e della ricerca;Via Mameli 9;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;44.763767;8.781416;Novi Ligure
244;IT-AL0207;Biblioteca civica Enrico Brizzolesi;Comune di Capriata d'Orba;Via Brizzolesi;NON SPECIFICATA;NON SPECIFICATA;;;44.728179;8.6913747;Capriata d'Orba
245;IT-AL0208;Biblioteca della Scuola media statale Dante Alighieri;Ministero dell'istruzione, dell'università e della ricerca;Via Verdi 6;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;45.1238302;8.4548503;Casale Monferrato
246;IT-AL0209;Biblioteca dell'Asilo nido Oltreponte;;Via Adam;NON SPECIFICATA;NON SPECIFICATA;;;45.1462204;8.4451283;Casale Monferrato
247;IT-AL0210;Biblioteca dell'Istituto tecnico commerciale statale Francesco Torre;Ministero dell'istruzione, dell'università e della ricerca;Corso Roma 4;NON SPECIFICATA;NON SPECIFICATA;;;44.6769277;8.46910500000001;Acqui Terme
248;IT-AL0211;Biblioteca dell'Istituto professionale statale per i servizi commerciali e turistici Francesco Torre;Ministero dell'istruzione, dell'università e della ricerca;Corso Divisione Acqui;NON SPECIFICATA;NON SPECIFICATA;;;44.675422;8.4616178;Acqui Terme
249;IT-AL0212;Biblioteca dell'Istituto tecnico industriale statale Francesco Torre;Ministero dell'istruzione, dell'università e della ricerca;Corso C. Marx 1;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;44.67698;8.46044000000006;Acqui Terme
250;IT-AL0213;Biblioteca - Centro Comunale di Cultura;Comune di Valenza;Piazza XXXI Martiri;Comune;Pubblica;;False;45.014731;8.6457613;Valenza
251;IT-AL0214;Biblioteca civica;Comune di Francavilla Bisio;Via Guasco 39;Comune;Pubblica;;False;44.7321351;8.73442679999994;Francavilla Bisio
252;IT-AL0215;Biblioteca civica;Comune di San Cristoforo;Piazzale Carpaneto Spinola 3;Comune;Pubblica;;False;44.6924478;8.7497358;San Cristoforo
253;IT-AL0216;Biblioteca della Scuola media statale Gerolamo Boccardo;Ministero dell'istruzione, dell'università e della ricerca. Istituto Comprensivo 2 - Novi Ligure  ;Via Aurelio Ferrando Scrivia 24;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;44.7596923;8.8013095;Novi Ligure
254;IT-AL0217;Biblioteca civica;Comune di Orsara Bormida;Via Repubblica Argentina 8;NON SPECIFICATA;NON SPECIFICATA;;;44.6861421;8.5624417;Orsara Bormida
255;IT-AL0218;Biblioteca del Liceo Giuseppe Peano;Ministero dell'istruzione, dell'università e della ricerca;Via Vittorio Veneto 3/a;Presidenza del consiglio dei ministri e ministeri;Scolastica;;True;44.8798857;8.85735620000003;Tortona
256;IT-AL0219;Biblioteca della Filarmonica di Casale Monferrato;;Via Mameli 29;NON SPECIFICATA;NON SPECIFICATA;;;45.1361449;8.4532509;Casale Monferrato
257;IT-AL0220;Biblioteca Parco Capanne di Marcarolo;PARCO NATURALE DELLE CAPANNE DI MARCAROLO;Via G. Baldo, 29;Regione;Specializzata;;False;44.6350078;8.7135899;Lerma
258;IT-AL0221;Biblioteca civica ;Comune di Mombello Monferrato;Piazza Municipio 2;Comune;Pubblica;;False;45.133042;8.25095199999998;Mombello Monferrato
259;IT-AL0222;Biblioteca comunale Gabriele Serrafero ;Comune di Camino;Via Roma 37;Comune;Pubblica;True;False;45.1622654;8.2872415;Camino
260;IT-AL0223;Archivio diocesano;;Via Seminario 5;NON SPECIFICATA;NON SPECIFICATA;;;44.8977431;8.866322;Tortona
261;IT-AL0224;Biblioteca civica Cesare Pavese;Comune di Serralunga di Crea;Via Villaforte 5;Comune;Pubblica;;;45.1003109;8.283099;Serralunga di Crea
262;IT-AL0225;Biblioteca della Fondazione CR Tortona;Fondazione Cassa di Risparmio di Tortona;Corso Leoniero 6;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;44.897415;8.8648547;Tortona
263;IT-AL0226;Biblioteca civica;Comune di Lerma;Piazza Genova 2;Comune;Pubblica;;False;44.6355557;8.7137433;Lerma
264;IT-AL0227;Biblioteca dell'Istituto ITIS Giulio Ciampini;Ministero dell'istruzione, dell'università e della ricerca. Istituto di Istruzione Superiore Ciampini-Boccardo;Via Verdi 44;Presidenza del consiglio dei ministri e ministeri;Scolastica;;;44.761258;8.79321200000004;Novi Ligure
265;IT-AL0228;Biblioteca civica;;Frazione Molini 35;NON SPECIFICATA;NON SPECIFICATA;;;44.584879;8.868421;Fraconalto
266;IT-AL0229;"Biblioteca delle ragazze e dei ragazzi ""Emanuele Luzzati""";Comune di Casale Monferrato;Piazza Castello;Comune;Pubblica;True;False;45.1366382;8.4477793;Casale Monferrato
267;IT-AL0230;Biblioteca del Centro documentazione Sacri Monti;Ente di gestione dei Sacri Monti;Cascina Valperone, 1;Enti territoriali;Specializzata;;True;45.0926609;8.2686;Ponzano Monferrato
268;IT-AL0231;Biblioteca civica;Comune di Ricaldone;Via M. Talice, 13;Comune;Pubblica;;False;44.7340459;8.4694622;Ricaldone
269;IT-AL0232;Biblioteca del Club Alpino italiano - CAI Sezione Davide e Luigi Guerci;Club alpino italiano - CAI. Sezione di Valenza;Giardini Aldo Moro;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;;45.0119849;8.63456159999999;Valenza
270;IT-AL0233;Biblioteca civica G. Borsalino;Comune di Pecetto di Valenza;Via Borsalino 4;Comune;Pubblica;;;44.9894001;8.6698754;Pecetto di Valenza
271;IT-AL0234;Biblioteca Civica;Comune di Casalnoceto;Via Volpedo 1;Comune;Pubblica;;False;44.9118851;8.98338680000006;Casalnoceto
272;IT-AL0235;Biblioteca civica;Comune di Ottiglio;Via Mazza 33/b;Comune;Pubblica;;False;45.054414;8.340655;Ottiglio
273;IT-AL0236;Biblioteca civica;Comune di Cantalupo Ligure;Via Santa Caterina;Comune;Pubblica;;False;44.7192983;9.0445281;Cantalupo Ligure
